    0.0000000E+00  Sec
 ETA = 0
   1.0000000E+000  1.0000000E+000
   2.0000000E+000  0.0000000E+000
   3.0000000E+000  0.0000000E+000
   4.0000000E+000  0.0000000E+000
   5.0000000E+000  0.0000000E+000
   6.0000000E+000  0.0000000E+000
   7.0000000E+000  0.0000000E+000
   8.0000000E+000  0.0000000E+000
   9.0000000E+000  0.0000000E+000
   1.0000000E+001  0.0000000E+000
   1.1000000E+001  0.0000000E+000
   1.2000000E+001  0.0000000E+000
   1.3000000E+001  0.0000000E+000
   1.4000000E+001  0.0000000E+000
   1.5000000E+001  0.0000000E+000
   1.6000000E+001  0.0000000E+000
   1.7000000E+001  0.0000000E+000
   1.8000000E+001  0.0000000E+000
   1.9000000E+001  0.0000000E+000
   2.0000000E+001  0.0000000E+000
   2.1000000E+001  0.0000000E+000
   2.2000000E+001  0.0000000E+000
   2.3000000E+001  0.0000000E+000
   2.4000000E+001  0.0000000E+000
   2.5000000E+001  0.0000000E+000
   2.6000000E+001  0.0000000E+000
   2.7000000E+001  0.0000000E+000
   2.8000000E+001  0.0000000E+000
   2.9000000E+001  0.0000000E+000
   3.0000000E+001  0.0000000E+000
   3.1000000E+001  0.0000000E+000
   3.2000000E+001  0.0000000E+000
   3.3000000E+001  0.0000000E+000
   3.4000000E+001  0.0000000E+000
   3.5000000E+001  0.0000000E+000
   3.6000000E+001  0.0000000E+000
   3.7000000E+001  0.0000000E+000
   3.8000000E+001  0.0000000E+000
   3.9000000E+001  0.0000000E+000
   4.0000000E+001  0.0000000E+000
   4.1000000E+001  0.0000000E+000
   4.2000000E+001  0.0000000E+000
   4.3000000E+001  0.0000000E+000
   4.4000000E+001  0.0000000E+000
   4.5000000E+001  0.0000000E+000
   4.6000000E+001  0.0000000E+000
   4.7000000E+001  0.0000000E+000
   4.8000000E+001  0.0000000E+000
   4.9000000E+001  0.0000000E+000
   5.0000000E+001  0.0000000E+000
   5.1000000E+001  0.0000000E+000
   5.2000000E+001  0.0000000E+000
   5.3000000E+001  0.0000000E+000
   5.4000000E+001  0.0000000E+000
   5.5000000E+001  0.0000000E+000
   5.6000000E+001  0.0000000E+000
   5.7000000E+001  0.0000000E+000
   5.8000000E+001  0.0000000E+000
   5.9000000E+001  0.0000000E+000
   6.0000000E+001  0.0000000E+000
   6.1000000E+001  0.0000000E+000
   6.2000000E+001  0.0000000E+000
   6.3000000E+001  0.0000000E+000
   6.4000000E+001  0.0000000E+000
   6.5000000E+001  0.0000000E+000
   6.6000000E+001  0.0000000E+000
   6.7000000E+001  0.0000000E+000
   6.8000000E+001  0.0000000E+000
   6.9000000E+001  0.0000000E+000
   7.0000000E+001  0.0000000E+000
   7.1000000E+001  0.0000000E+000
   7.2000000E+001  0.0000000E+000
   7.3000000E+001  0.0000000E+000
   7.4000000E+001  0.0000000E+000
   7.5000000E+001  0.0000000E+000
   7.6000000E+001  0.0000000E+000
   7.7000000E+001  0.0000000E+000
   7.8000000E+001  0.0000000E+000
   7.9000000E+001  0.0000000E+000
   8.0000000E+001  0.0000000E+000
   8.1000000E+001  0.0000000E+000
   8.2000000E+001  0.0000000E+000
   8.3000000E+001  0.0000000E+000
   8.4000000E+001  0.0000000E+000
   8.5000000E+001  0.0000000E+000
   8.6000000E+001  0.0000000E+000
   8.7000000E+001  0.0000000E+000
   8.8000000E+001  0.0000000E+000
   8.9000000E+001  0.0000000E+000
   9.0000000E+001  0.0000000E+000
   9.1000000E+001  0.0000000E+000
   9.2000000E+001  0.0000000E+000
   9.3000000E+001  0.0000000E+000
   9.4000000E+001  0.0000000E+000
   9.5000000E+001  0.0000000E+000
   9.6000000E+001  0.0000000E+000
   9.7000000E+001  0.0000000E+000
   9.8000000E+001  0.0000000E+000
   9.9000000E+001  0.0000000E+000
   1.0000000E+002  0.0000000E+000
   1.0444266E+002  0.0000000E+000
   1.1279808E+002  0.0000000E+000
   1.2182192E+002  0.0000000E+000
   1.3156768E+002  0.0000000E+000
   1.4209309E+002  0.0000000E+000
   1.5346054E+002  0.0000000E+000
   1.6573738E+002  0.0000000E+000
   1.7899637E+002  0.0000000E+000
   1.9331608E+002  0.0000000E+000
   2.0878137E+002  0.0000000E+000
   2.2548388E+002  0.0000000E+000
   2.4352259E+002  0.0000000E+000
   2.6300439E+002  0.0000000E+000
   2.8404475E+002  0.0000000E+000
   3.0676833E+002  0.0000000E+000
   3.3130979E+002  0.0000000E+000
   3.5781458E+002  0.0000000E+000
   3.8643974E+002  0.0000000E+000
   4.1735492E+002  0.0000000E+000
   4.5074331E+002  0.0000000E+000
   4.8680278E+002  0.0000000E+000
